school_year,busbreakdown_id,run_type,bus_no,route_number,reason,schools_serviced,occurred_on,created_on,boro,bus_company_name,how_long_delayed,number_of_students_on_the_bus,has_contractor_notified_schools,has_contractor_notified_parents,have_you_alerted_opt,informed_on,incident_number,last_updated_on,breakdown_or_running_late,school_age_or_prek
2018-2019,1525492,Special Ed AM Run,1922,M535,Heavy Traffic,"06100,06211",2019-03-05 06:22:00,2019-03-05 06:23:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-05 06:23:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1525619,Special Ed AM Run,616,P280,Other,"24113,28472,28686",2019-03-05 06:45:00,2019-03-05 06:47:00,Queens,L & M BUS CORP (A),61-90 Min,0,Yes,Yes,No,2019-03-05 06:47:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1525744,Special Ed AM Run,41304,K303,Heavy Traffic,"23414,23688,23848",2019-03-05 07:10:00,2019-03-05 07:14:00,Brooklyn,EMPIRE CHARTER SERVICE INC,16-30 Min,5,Yes,Yes,No,2019-03-05 07:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1525871,Special Ed AM Run,74616,X147,Heavy Traffic,"10020,10056,10485",2019-03-05 07:39:00,2019-03-05 07:41:00,Bronx,VAN TRANS LLC (B2192),0-15 Min,12,Yes,Yes,Yes,2019-03-05 07:41:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1525997,Special Ed AM Run,1456,M620,Heavy Traffic,"01461,01616",2019-03-05 11:49:00,2019-03-05 11:51:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,No,No,2019-03-05 11:51:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1526122,Special Ed PM Run,19674,K114,Other,"13113,13133,13282,13414,13453,13537",2019-03-05 14:22:00,2019-03-05 14:25:00,Brooklyn,"BORO TRANSIT, INC.",16-30 Min,0,Yes,No,No,2019-03-05 14:25:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1526246,Special Ed AM Run,1486,M763,Heavy Traffic,02872,2019-03-06 06:20:00,2019-03-06 06:21:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,0,Yes,Yes,No,2019-03-06 06:21:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1526373,General Ed AM Run,2118,X8607,Mechanical Problem,"07005,07025,07029,07030,07157,07161",2019-03-06 06:49:00,2019-03-06 06:51:00,Bronx,PIONEER TRANSPORTATION CORP,31-45 Min,0,Yes,No,No,2019-03-06 06:51:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1526500,Pre-K/EI,2511,MN4,Heavy Traffic,S189,2019-03-06 07:15:00,2019-03-06 07:36:00,Bronx,"DON THOMAS BUSES, INC.",16-30 Min,13,Yes,Yes,No,2019-03-06 07:36:00,,1900-01-01 00:00:00,Running Late,Pre-K
2018-2019,1526633,Special Ed PM Run,1432,M987,Heavy Traffic,02601,2019-03-06 13:13:00,2019-03-06 13:16:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,1,Yes,Yes,No,2019-03-06 13:16:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1526759,Special Ed PM Run,536,P272,Heavy Traffic,"26443,26447",2019-03-06 14:28:00,2019-03-06 14:31:00,Queens,L & M BUS CORP (A),0-15 Min,0,Yes,Yes,No,2019-03-06 14:31:00,,2019-04-26 11:49:12,Running Late,School-Age
2018-2019,1526886,Special Ed AM Run,3008,X022,Flat Tire,"07025,07161",2019-03-07 06:17:00,2019-03-07 06:19:00,Bronx,"LORINDA ENTERPRISES, LTD.",,0,Yes,No,No,2019-03-07 06:19:00,,1900-01-01 00:00:00,Breakdown,School-Age
2018-2019,1527012,Special Ed AM Run,74650,X234,Won`t Start,11476,2019-03-07 06:49:00,2019-03-07 06:51:00,Bronx,VAN TRANS LLC (B2192),46-60 Min,0,Yes,Yes,Yes,2019-03-07 06:51:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1527138,General Ed AM Run,71501,Q2907,Heavy Traffic,29268,2019-03-07 07:20:00,2019-03-07 07:25:00,Queens,EMPIRE STATE BUS CORP.,16-30 Min,8,Yes,Yes,No,2019-03-07 07:25:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1527266,Special Ed AM Run,GC0001,X773,Flat Tire,11433,2019-03-07 08:05:00,2019-03-07 08:08:00,Bronx,G.V.C. LTD. (B2192),61-90 Min,0,Yes,Yes,No,2019-03-07 08:08:00,,2019-03-07 08:09:40,Running Late,School-Age
2018-2019,1527393,Special Ed PM Run,GC0012,X761,Other,11455,2019-03-07 14:23:00,2019-03-07 14:25:00,Bronx,G.V.C. LTD. (B2192),,0,No,Yes,No,2019-03-07 14:25:00,,1900-01-01 00:00:00,Breakdown,School-Age
2018-2019,1527521,Special Ed AM Run,1324,M908,Heavy Traffic,"01465,01616",2019-03-08 06:27:00,2019-03-08 06:28:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,0,Yes,Yes,No,2019-03-08 06:28:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1527647,General Ed AM Run,2350,K1837,Mechanical Problem,18736,2019-03-08 06:45:00,2019-03-08 07:03:00,Brooklyn,JOFAZ TRANSPORTATION INC.,,0,Yes,No,No,2019-03-08 07:03:00,,1900-01-01 00:00:00,Breakdown,School-Age
2018-2019,1527774,Pre-K/EI,6139,3501A,Other,C121A,2019-03-08 07:15:00,2019-03-08 07:33:00,Brooklyn,"MJT BUS COMPANY, INC",46-60 Min,9,Yes,Yes,Yes,2019-03-08 07:33:00,,2019-03-08 15:42:59,Running Late,Pre-K
2018-2019,1527901,Special Ed PM Run,1476,M989,Heavy Traffic,"03329,03455,03475",2019-03-08 13:08:00,2019-03-08 13:10:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,1,Yes,Yes,No,2019-03-08 13:10:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1528028,Special Ed PM Run,1185,M510,Accident,"02655,02667,02908,02948",2019-03-08 16:29:00,2019-03-08 16:30:00,Bronx,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,6,Yes,Yes,Yes,2019-03-08 16:30:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1528155,Special Ed AM Run,8832D,P305,Other,"25431,25912",2019-03-11 06:27:00,2019-03-11 06:28:00,Queens,LOGAN BUS COMPANY INC.,,0,Yes,No,No,2019-03-11 06:28:00,,1900-01-01 00:00:00,Breakdown,School-Age
2018-2019,1528282,Special Ed AM Run,1708,M443,Heavy Traffic,"03407,03896",2019-03-11 06:56:00,2019-03-11 06:58:00,Manhattan,HOYT TRANSPORTATION CORP.,0-15 Min,0,Yes,Yes,No,2019-03-11 06:58:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1528409,Special Ed AM Run,41201,Q157,Heavy Traffic,"24014,24028",2019-03-11 07:20:00,2019-03-11 07:26:00,Queens,EMPIRE CHARTER SERVICE INC,16-30 Min,5,Yes,Yes,No,2019-03-11 07:26:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1528537,Special Ed AM Run,48181,K934,Heavy Traffic,"20001,20915",2019-03-11 08:25:00,2019-03-11 08:36:00,Brooklyn,"BORO TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2019-03-11 08:36:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1528664,Special Ed PM Run,1485,M273,Heavy Traffic,"04072,04678,04839",2019-03-11 14:16:00,2019-03-11 14:16:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2019-03-11 14:16:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1528791,Special Ed AM Run,1237,M605,Heavy Traffic,02986,2019-03-12 06:10:00,2019-03-12 06:11:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-12 06:11:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1528918,Special Ed AM Run,GC0092,X912,Other,"12008,12456,12568",2019-03-12 06:35:00,2019-03-12 06:37:00,Bronx,G.V.C. LTD. (B2192),61-90 Min,0,Yes,Yes,No,2019-03-12 06:37:00,,2019-03-12 07:53:34,Running Late,School-Age
2018-2019,1529045,General Ed AM Run,215,X2252,Heavy Traffic,11454,2019-03-12 07:06:00,2019-03-12 07:09:00,Bronx,PIONEER TRANSPORTATION CORP,46-60 Min,0,Yes,No,No,2019-03-12 07:09:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1529172,General Ed AM Run,624,X2393,Accident,"12007,12047",2019-03-12 07:05:00,2019-03-12 07:41:00,Bronx,PIONEER TRANSPORTATION CORP,31-45 Min,7,Yes,No,Yes,2019-03-12 07:41:00,90804661,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1529301,Special Ed PM Run,1801,M179,Heavy Traffic,06485,2019-03-12 13:32:00,2019-03-12 13:32:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-12 13:32:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1529427,Special Ed PM Run,1319,M738,Heavy Traffic,"02016,02350",2019-03-12 14:50:00,2019-03-12 14:50:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2019-03-12 14:50:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1529552,Special Ed AM Run,1345,M629,Heavy Traffic,"02622,02899",2019-03-13 06:29:00,2019-03-13 06:29:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-13 06:29:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1529680,Special Ed AM Run,546D,Q948,Other,"24016,24110,24307",2019-03-13 06:45:00,2019-03-13 06:54:00,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,Yes,No,No,2019-03-13 06:54:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1529810,Special Ed AM Run,5807,Q147,Heavy Traffic,"29569,29657",2019-03-13 07:49:00,2019-03-13 07:49:00,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,8,Yes,Yes,Yes,2019-03-13 07:49:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1529938,Special Ed PM Run,1479,M665,Heavy Traffic,02699,2019-03-13 13:44:00,2019-03-13 13:44:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2019-03-13 13:44:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1530065,Special Ed AM Run,1809,M505,Heavy Traffic,"02655,02667,02908",2019-03-14 06:19:00,2019-03-14 06:20:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-14 06:20:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1530190,Pre-K/EI,2511,MN4,Heavy Traffic,S189,2019-03-14 07:15:00,2019-03-14 07:57:00,Bronx,"DON THOMAS BUSES, INC.",0-15 Min,9,Yes,Yes,No,2019-03-14 07:57:00,,1900-01-01 00:00:00,Running Late,Pre-K
2018-2019,1530317,Special Ed AM Run,46152,K919,Other,"14459,14465,17528,17685",2019-03-15 06:29:00,2019-03-15 06:39:00,Brooklyn,"BORO TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,2019-03-15 06:39:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1530445,Special Ed AM Run,1307,M978,Heavy Traffic,"04004,05065,05100,05341,05684",2019-03-15 07:08:00,2019-03-15 07:09:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2019-03-15 07:09:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1530572,Pre-K/EI,148,7,Heavy Traffic,C195,2019-03-15 08:00:00,2019-03-15 08:01:00,Bronx,"G.V.C., LTD.",0-15 Min,23,Yes,Yes,No,2019-03-15 08:01:00,,1900-01-01 00:00:00,Running Late,Pre-K
2018-2019,1530700,Special Ed PM Run,1245,M920,Heavy Traffic,"03054,03862",2019-03-15 13:54:00,2019-03-15 13:56:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,1,Yes,Yes,No,2019-03-15 13:56:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1530826,Special Ed AM Run,1446,M903,Heavy Traffic,02990,2019-03-18 06:04:00,2019-03-18 06:05:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,3,Yes,Yes,No,2019-03-18 06:05:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1530952,Special Ed AM Run,1437,M588,Heavy Traffic,"06132,06436,06468,06578",2019-03-18 06:43:00,2019-03-18 06:43:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-18 06:43:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1531079,Special Ed AM Run,GT1402,Y929,Heavy Traffic,11688,2019-03-18 07:00:00,2019-03-18 07:06:00,Bronx,"DON THOMAS BUSES, INC. (B2321)",0-15 Min,4,Yes,Yes,No,2019-03-18 07:06:00,,2019-04-26 11:49:12,Running Late,School-Age
2018-2019,1531206,Special Ed AM Run,2816,K351,Won`t Start,"21225,21465,21801",2019-03-18 07:41:00,2019-03-18 07:41:00,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,10,Yes,Yes,Yes,2019-03-18 07:41:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1531335,Special Ed PM Run,1432,M987,Heavy Traffic,02601,2019-03-18 13:14:00,2019-03-18 13:21:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,1,Yes,Yes,No,2019-03-18 13:21:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1531462,Special Ed AM Run,6028,X194,Accident,"10037,10207",2019-03-18 15:11:00,2019-03-18 15:33:00,Bronx,PIONEER TRANSPORTATION CORP,31-45 Min,6,Yes,No,No,2019-03-18 15:33:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1531590,Special Ed AM Run,1312,M925,Heavy Traffic,"03279,03455,03475,03618",2019-03-19 06:27:00,2019-03-19 06:29:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,3,Yes,Yes,No,2019-03-19 06:29:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1531717,Special Ed AM Run,GC0057,X859,Mechanical Problem,"10004,10395,10654,10664",2019-03-19 07:01:00,2019-03-19 07:06:00,Bronx,G.V.C. LTD. (B2192),,0,Yes,Yes,No,2019-03-19 07:06:00,,2019-03-19 07:38:51,Breakdown,School-Age
2018-2019,1531845,General Ed AM Run,92,X8603,Heavy Traffic,"07018,07025,07031,07277,07369,07434,07465",2019-03-19 07:34:00,2019-03-19 07:35:00,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,1,Yes,No,No,2019-03-19 07:35:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1531974,Special Ed Field Trip,1915,P291,Mechanical Problem,"26041,26490,26513",2019-03-19 12:00:00,2019-03-19 12:55:00,Queens,HOYT TRANSPORTATION CORP.,,4,Yes,Yes,No,2019-03-19 12:55:00,,1900-01-01 00:00:00,Breakdown,School-Age
2018-2019,1532100,Special Ed PM Run,502,R701,Heavy Traffic,"31021,31044,31902",2019-03-19 14:00:00,2019-03-19 14:40:00,Staten Island,HOYT TRANSPORTATION CORP.,0-15 Min,1,Yes,Yes,No,2019-03-19 14:40:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1532226,Special Ed AM Run,1356,M900,Heavy Traffic,"03004,03005,03658",2019-03-20 06:13:00,2019-03-20 06:14:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2019-03-20 06:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1532352,General Ed AM Run,880,R1008,Heavy Traffic,"31027,31029,31035",2019-03-20 07:00:00,2019-03-20 07:01:00,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2019-03-20 07:01:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1532480,Special Ed AM Run,4,M569,Heavy Traffic,02930,2019-03-20 08:00:00,2019-03-20 08:02:00,Manhattan,CAREFUL BUS,16-30 Min,6,Yes,Yes,No,2019-03-20 08:02:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1532606,Special Ed PM Run,1352,M604,Heavy Traffic,02654,2019-03-20 13:42:00,2019-03-20 13:42:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-20 13:42:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1532732,Special Ed AM Run,1376,M614,Heavy Traffic,02986,2019-03-21 06:14:00,2019-03-21 06:14:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-21 06:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1532859,Special Ed AM Run,4478,K044,Other,"22109,22198,22446",2019-03-21 07:00:00,2019-03-21 07:01:00,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",31-45 Min,0,Yes,Yes,Yes,2019-03-21 07:01:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1532987,Special Ed AM Run,1431,M585,Heavy Traffic,06612,2019-03-21 07:45:00,2019-03-21 07:46:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-21 07:46:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1533114,Special Ed PM Run,1440,M917,Heavy Traffic,"03448,03475",2019-03-21 13:39:00,2019-03-21 13:41:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,1,Yes,Yes,No,2019-03-21 13:41:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1533240,Special Ed AM Run,4580,L736,Heavy Traffic,"14050,14084,14355,14449",2019-03-22 06:00:00,2019-03-22 06:00:00,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2019-03-22 06:00:00,,2019-04-26 11:49:11,Running Late,School-Age
2018-2019,1533366,Special Ed AM Run,21105,K094,Heavy Traffic,"13011,13369,13462,13688,15570",2019-03-22 06:30:00,2019-03-22 06:33:00,Brooklyn,EMPIRE STATE BUS CORP.,16-30 Min,0,Yes,Yes,No,2019-03-22 06:33:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1533492,General Ed AM Run,235,X8674,Heavy Traffic,"12211,12234,12531,12545,12568",2019-03-22 07:00:00,2019-03-22 07:08:00,Bronx,LOGAN TRANSPORTATION SYSTEMS,31-45 Min,0,No,No,No,2019-03-22 07:08:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1533620,Special Ed AM Run,12483,Q995,Weather Conditions,26490,2019-03-22 07:35:00,2019-03-22 07:36:00,Queens,HOYT TRANSPORTATION CORP.,0-15 Min,2,Yes,Yes,No,2019-03-22 07:36:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1533748,Special Ed AM Run,467,K396,Problem Run,"22014,22286",2019-03-22 08:00:00,2019-03-22 08:50:00,Brooklyn,Y & M TRANSIT CORP (B2192),61-90 Min,12,Yes,Yes,No,2019-03-22 08:50:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1533875,Special Ed PM Run,3121,K106,Late return from Field Trip,"22193,22222,22234",2019-03-22 14:32:00,2019-03-22 14:33:00,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",31-45 Min,0,Yes,No,No,2019-03-22 14:33:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1533999,Special Ed PM Run,1412,M726,Heavy Traffic,"02006,02158",2019-03-25 06:23:00,2019-03-25 06:23:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2019-03-25 06:23:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1534127,Special Ed AM Run,1472,M984,Heavy Traffic,"05686,05688,05727",2019-03-25 06:48:00,2019-03-25 06:49:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2019-03-25 06:49:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1534255,Special Ed AM Run,16373,X394,Other,"12129,12447",2019-03-25 07:00:00,2019-03-25 07:18:00,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,2019-03-25 07:18:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1534382,Special Ed AM Run,016306,P007,Won`t Start,"26018,26158,26433,26515,26525,26993",2019-03-25 07:50:00,2019-03-25 07:51:00,Manhattan,HOYT TRANSPORTATION CORP.,0-15 Min,2,Yes,Yes,No,2019-03-25 07:51:00,,2019-03-25 07:53:51,Running Late,School-Age
2018-2019,1534508,Special Ed PM Run,1312,M925,Heavy Traffic,"03279,03455,03475,03618",2019-03-25 13:39:00,2019-03-25 13:40:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,1,Yes,Yes,No,2019-03-25 13:40:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1534635,Special Ed AM Run,1107,M261,Heavy Traffic,"04206,04877",2019-03-26 06:03:00,2019-03-26 06:03:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2019-03-26 06:03:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1534760,Special Ed AM Run,1358,N017,Heavy Traffic,"01461,01465",2019-03-26 06:31:00,2019-03-26 06:32:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,0,Yes,Yes,No,2019-03-26 06:32:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1534887,Special Ed AM Run,1424,M490,Heavy Traffic,"02035,02393,02545",2019-03-26 07:17:00,2019-03-26 07:18:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,3,Yes,Yes,No,2019-03-26 07:18:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1535013,Special Ed AM Run,496,L354,Heavy Traffic,"22657,22700",2019-03-26 07:45:00,2019-03-26 08:04:00,Brooklyn,"LORINDA ENTERPRISES, LTD.",46-60 Min,0,No,No,No,2019-03-26 08:04:00,,2019-04-26 11:49:11,Running Late,School-Age
2018-2019,1535139,General Ed PM Run,29846,K9240,Late return from Field Trip,"21225,22195,22853",2019-03-26 13:50:00,2019-03-26 14:01:00,Brooklyn,"BORO TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2019-03-26 14:01:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1535267,Special Ed AM Run,10522,K240,Problem Run,"15051,15321",2019-03-27 06:14:00,2019-03-27 06:24:00,Brooklyn,"BORO TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2019-03-27 06:24:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1535394,Special Ed AM Run,1259,L581,Heavy Traffic,"13305,13463,13669",2019-03-27 06:58:00,2019-03-27 07:01:00,Manhattan,HOYT TRANSPORTATION CORP.,46-60 Min,1,Yes,No,No,2019-03-27 07:01:00,,2019-03-27 07:33:38,Running Late,School-Age
2018-2019,1535521,General Ed AM Run,2281,K1426,Other,14037,2019-03-27 07:42:00,2019-03-27 07:42:00,Brooklyn,ALLIED TRANSIT CORP.,16-30 Min,21,Yes,Yes,No,2019-03-27 07:42:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1535648,Special Ed PM Run,1336,Q820,Mechanical Problem,24488,2019-03-27 14:07:00,2019-03-27 14:12:00,Queens,FIRST STEPS TRANS INC. (B2192),46-60 Min,0,Yes,Yes,Yes,2019-03-27 14:12:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1535775,Special Ed AM Run,5576,Q041,Heavy Traffic,"26177,26513",2019-03-28 06:29:00,2019-03-28 06:30:00,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2019-03-28 06:30:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1535902,Special Ed AM Run,016189,X835,Heavy Traffic,"10022,10460",2019-03-28 07:16:00,2019-03-28 07:17:00,Bronx,HOYT TRANSPORTATION CORP.,0-15 Min,2,Yes,Yes,No,2019-03-28 07:17:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1536030,Special Ed AM Run,10438,K147,Heavy Traffic,"14257,14318,14435",2019-03-28 07:55:00,2019-03-28 08:08:00,Brooklyn,"BORO TRANSIT, INC.",0-15 Min,0,Yes,No,No,2019-03-28 08:08:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1536157,General Ed PM Run,26298,K9981,Other,"19108,19788",2019-03-28 14:39:00,2019-03-28 14:42:00,Brooklyn,"BORO TRANSIT, INC.",0-15 Min,0,Yes,No,No,2019-03-28 14:42:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1536286,Special Ed AM Run,74642,X276,Other,11180,2019-03-29 06:34:00,2019-03-29 06:35:00,Bronx,VAN TRANS LLC (B2192),46-60 Min,0,Yes,Yes,Yes,2019-03-29 06:35:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1536412,General Ed AM Run,468,X2018,Heavy Traffic,11648,2019-03-29 07:18:00,2019-03-29 07:18:00,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,0,Yes,No,No,2019-03-29 07:18:00,,2019-03-29 07:21:05,Running Late,School-Age
2018-2019,1536544,Special Ed AM Run,1384,K533,Problem Run,"32411,32456",2019-03-29 07:45:00,2019-03-29 08:42:00,Brooklyn,Y & M TRANSIT CORP (B2192),61-90 Min,13,Yes,Yes,No,2019-03-29 08:42:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1536672,Special Ed PM Run,10436,Q908,Heavy Traffic,28402,2019-03-29 14:00:00,2019-03-29 14:46:00,Queens,HOYT TRANSPORTATION CORP.,16-30 Min,0,Yes,Yes,No,2019-03-29 14:46:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1536799,Special Ed AM Run,1576,K494,Mechanical Problem,"22222,22234,22255",2019-04-01 06:18:00,2019-04-01 06:33:00,Brooklyn,Y & M TRANSIT CORP (B2192),,0,Yes,Yes,No,2019-04-01 06:33:00,,1900-01-01 00:00:00,Breakdown,School-Age
2018-2019,1536927,Pre-K/EI,2531,HK3,Heavy Traffic,C943,2019-04-01 06:15:00,2019-04-01 06:58:00,Bronx,ANOTHER RIDE INC.,16-30 Min,2,Yes,Yes,No,2019-04-01 06:58:00,,1900-01-01 00:00:00,Running Late,Pre-K
2018-2019,1537053,Special Ed AM Run,2614,K076,Heavy Traffic,"13433,13461",2019-04-01 07:30:00,2019-04-01 07:34:00,Brooklyn,ALLIED TRANSIT CORP.,16-30 Min,8,Yes,Yes,No,2019-04-01 07:34:00,,1900-01-01 00:00:00,Running Late,School-Age
2018-2019,1537182,Pre-K/EI,12494,B0415A,Other,C009,2019-04-01 08:00:00,2019-04-01 08:04:00,Queens,I & Y TRANSIT CORP,46-60 Min,0,Yes,Yes,Yes,2019-04-01 08:04:00,,2019-04-01 16:54:20,Running Late,Pre-K
